date,user_id,monthly_income,monthly_expense_total,savings_rate,budget_goal,financial_scenario,credit_score,debt_to_income_ratio,loan_payment,investment_amount,subscription_services,emergency_fund,transaction_count,fraud_flag,discretionary_spending,essential_spending,income_type,rent_or_mortgage,category,cash_flow_status,financial_advice_score,financial_stress_level,actual_savings,savings_goal_met,year,month,year_month,net_income
2021-12-16,1904,3440.35,4862.61,0.21,3015.67,normal,713,0.37,245.9,424.62,5,1609.9,37,0,130.76,2795.04,freelance,1038.31,groceries,positive,25.4,low,0.0,0,2021,12,2021-12,-1422.2599999999998
2022-01-15,1549,3709.77,4149.26,0.35,2779.88,normal,667,0.31,397.65,809.99,2,788.56,20,0,662.74,2872.23,salary,1578.86,entertainment,neutral,21.1,medium,0.0,0,2022,1,2022-01,-439.49000000000024
2022-02-14,1358,4117.89,3313.45,0.14,2666.16,normal,702,0.29,762.38,493.47,2,1255.2,73,0,556.31,1035.92,salary,671.68,insurance,neutral,31.4,high,804.44,0,2022,2,2022-02,804.4400000000005
2022-03-16,1986,4672.86,1182.03,0.36,3069.94,recession,710,0.59,560.47,0.0,4,621.72,40,0,689.73,2375.34,salary,793.22,entertainment,positive,2.7,high,3490.83,1,2022,3,2022-03,3490.83
2022-04-15,1216,3900.27,3431.6,0.18,3254.08,normal,681,0.39,567.27,380.58,6,1415.12,52,0,315.18,3324.25,salary,1472.92,healthcare,negative,80.9,low,468.67,0,2022,4,2022-04,468.6700000000001
2022-05-15,1737,3446.54,3169.13,0.15,3896.53,recession,674,0.32,297.55,134.61,9,1416.55,44,0,684.33,1953.95,freelance,1344.01,groceries,negative,48.7,low,277.41,0,2022,5,2022-05,277.40999999999985
2022-06-14,1023,3254.13,3468.18,0.4,2855.23,normal,637,0.27,698.79,678.73,8,1283.13,85,0,409.35,2565.7,freelance,1167.61,groceries,negative,58.3,medium,0.0,0,2022,6,2022-06,-214.04999999999973
2022-07-14,1382,2970.13,3628.07,0.2,2087.04,recession,699,0.28,283.0,379.94,7,1115.65,41,0,591.44,2393.55,freelance,1376.23,insurance,positive,51.3,medium,0.0,0,2022,7,2022-07,-657.94
2022-08-13,1540,3646.28,2177.51,0.24,2663.91,recession,644,0.16,597.75,350.0,6,406.97,35,0,425.49,2570.58,freelance,1565.82,transportation,neutral,44.0,medium,1468.77,0,2022,8,2022-08,1468.77
2022-09-12,1542,5110.75,2475.68,0.3,2457.73,normal,634,0.46,912.36,402.85,7,1524.87,71,0,766.86,2425.32,salary,362.54,transportation,negative,5.1,high,2635.07,1,2022,9,2022-09,2635.07
2022-10-12,1175,4445.3,3458.44,0.38,2913.05,normal,603,0.32,564.07,403.67,7,1631.16,41,0,529.09,1942.57,freelance,1061.05,healthcare,negative,73.7,low,986.86,0,2022,10,2022-10,986.8600000000001
2022-11-11,1187,3250.29,2500.34,0.27,2844.0,inflation,640,0.43,827.72,544.49,6,702.68,69,0,498.21,1000.0,mixed,1358.19,healthcare,negative,44.5,low,749.95,0,2022,11,2022-11,749.9499999999998
2022-12-11,1378,5215.62,3384.18,0.05,2655.32,normal,592,0.21,411.32,517.68,9,1486.85,38,0,357.73,2086.98,salary,1733.29,investments,positive,91.1,low,1831.44,0,2022,12,2022-12,1831.44
2023-01-10,1932,2996.84,3492.35,0.18,2169.1,normal,680,0.43,398.09,79.33,8,1524.37,27,0,438.15,2052.05,salary,637.14,transportation,neutral,39.2,low,0.0,0,2023,1,2023-01,-495.50999999999976
2023-02-09,1048,4316.94,2404.6,0.3,2023.14,recession,636,0.3,537.15,345.74,1,449.23,84,0,438.11,1522.12,salary,1013.1,utilities,positive,45.1,low,1912.34,0,2023,2,2023-02,1912.3399999999997
2023-03-11,1087,4386.95,3176.59,0.13,2304.3,inflation,601,0.31,40.63,626.57,3,1470.85,62,0,851.41,2679.71,freelance,778.69,healthcare,neutral,92.4,medium,1210.36,0,2023,3,2023-03,1210.3599999999997
2023-04-10,1657,3611.9,2456.7,0.15,3566.26,recession,668,0.34,293.0,470.53,4,58.89,53,0,560.1,2904.36,salary,2005.45,insurance,neutral,88.3,medium,1155.2,0,2023,4,2023-04,1155.2000000000003
2023-05-10,1817,3773.88,3416.97,0.2,1749.92,recession,611,0.53,505.7,552.1,8,660.39,25,0,641.03,1581.61,salary,1034.11,utilities,positive,90.0,low,356.91,0,2023,5,2023-05,356.9100000000003
2023-06-09,1738,5741.66,2394.88,0.32,2947.47,normal,706,0.54,548.53,694.92,7,1337.56,72,0,412.24,3188.04,salary,853.71,dining out,positive,33.2,medium,3346.78,1,2023,6,2023-06,3346.7799999999997
2023-07-09,1885,4399.97,3064.82,0.32,3290.92,inflation,713,0.35,505.86,512.75,4,1337.81,41,0,475.47,2887.04,salary,1768.93,groceries,positive,13.1,low,1335.15,0,2023,7,2023-07,1335.15
2023-08-08,1961,3422.26,3461.29,0.25,2636.77,inflation,658,0.18,802.82,481.17,6,1057.28,58,0,387.11,2462.29,salary,878.44,groceries,negative,18.0,medium,0.0,0,2023,8,2023-08,-39.029999999999745
2023-09-07,1729,5056.46,3923.15,0.33,2480.91,normal,656,0.21,649.64,593.42,9,392.56,41,0,260.82,2065.56,mixed,721.74,transportation,neutral,81.0,low,1133.31,0,2023,9,2023-09,1133.31
2023-10-07,1703,5223.46,3049.92,0.14,3008.39,inflation,643,0.16,796.37,0.0,2,659.47,78,0,368.79,2756.54,salary,2016.03,groceries,positive,18.5,high,2173.54,0,2023,10,2023-10,2173.54
2023-11-06,1321,4537.59,3100.27,0.24,2650.22,normal,546,0.17,779.36,214.66,2,942.52,89,0,333.35,1960.12,mixed,1519.75,healthcare,positive,26.5,low,1437.32,0,2023,11,2023-11,1437.3200000000002
2019-01-01,1228,4937.58,3562.69,0.3,2414.91,normal,644,0.47,881.86,374.51,4,2061.74,66,0,0.0,1000.0,salary,848.69,insurance,negative,45.2,medium,1374.89,0,2019,1,2019-01,1374.8899999999999
2019-01-31,1966,3647.02,3742.27,0.35,3184.25,normal,657,0.3,550.32,238.25,3,1815.39,55,0,218.73,1692.16,salary,864.83,dining out,positive,92.1,low,0.0,0,2019,1,2019-01,-95.25
2019-03-02,1087,5266.24,1951.74,0.29,3387.2,normal,652,0.3,344.27,243.44,7,720.59,21,0,583.3,2640.58,mixed,1430.97,transportation,positive,80.7,high,3314.5,0,2019,3,2019-03,3314.5
2019-04-01,1543,3569.55,2180.33,0.4,2043.8,normal,768,0.29,482.65,641.11,4,1352.26,31,0,0.0,1804.89,salary,1323.42,education,positive,67.7,high,1389.22,0,2019,4,2019-04,1389.2200000000003
2019-05-01,1728,4048.41,4748.43,0.13,2854.82,normal,616,0.46,527.27,761.88,9,1252.19,33,0,597.84,2346.11,salary,1356.24,education,neutral,13.9,low,0.0,0,2019,5,2019-05,-700.0200000000004
2019-05-31,1235,4669.49,3843.57,0.2,3047.8,normal,684,0.18,775.78,278.06,2,1343.79,30,0,253.75,2247.09,salary,1555.31,dining out,positive,90.4,low,825.92,0,2019,5,2019-05,825.9199999999996
2019-06-30,1215,3593.24,2719.12,0.17,2494.99,inflation,691,0.11,423.19,408.55,4,1712.98,95,0,321.14,2622.67,salary,1012.76,dining out,positive,70.5,medium,874.12,0,2019,6,2019-06,874.1199999999999
2019-07-30,1034,4269.91,2400.56,0.21,3058.57,recession,660,0.39,150.18,219.3,7,401.38,30,0,272.11,2269.58,salary,1179.84,rent,positive,88.7,medium,1869.35,0,2019,7,2019-07,1869.35
2019-08-29,1423,3348.56,2438.94,0.3,3369.49,recession,638,0.24,243.56,712.26,7,1333.03,63,0,694.54,2795.62,freelance,1614.57,education,negative,55.8,low,909.62,0,2019,8,2019-08,909.6199999999999
2019-09-28,1272,3343.67,4040.85,0.39,2225.03,inflation,709,0.19,886.84,453.44,9,260.54,97,0,677.08,3043.98,salary,843.92,utilities,negative,58.4,medium,0.0,0,2019,9,2019-09,-697.1799999999998
2019-10-28,1178,4228.36,2462.15,0.1,2895.03,normal,689,0.25,273.56,269.32,7,908.76,38,0,374.34,1958.24,salary,1593.07,dining out,positive,80.4,medium,1766.21,0,2019,10,2019-10,1766.2099999999996
2019-11-27,1187,4279.18,2748.64,0.1,2606.42,normal,712,0.59,548.24,65.86,9,854.65,82,0,262.68,2466.17,freelance,1326.78,entertainment,positive,31.9,medium,1530.54,0,2019,11,2019-11,1530.5400000000004
2019-12-27,1464,3954.72,3614.49,0.07,2529.07,normal,668,0.15,762.0,563.48,7,797.91,98,1,332.3,2269.55,salary,1449.47,utilities,negative,38.5,low,340.23,0,2019,12,2019-12,340.23
2020-01-26,1402,2439.35,4489.22,0.31,2727.01,normal,542,0.5,582.26,246.75,9,1161.03,37,0,436.87,2311.88,salary,1798.84,transportation,positive,51.9,low,0.0,0,2020,1,2020-01,-2049.8700000000003
2020-02-25,1936,3852.59,2000.92,0.31,3328.53,inflation,629,0.16,105.88,542.77,8,2135.68,94,0,677.23,2446.83,salary,1066.33,healthcare,positive,51.6,medium,1851.67,0,2020,2,2020-02,1851.67
2020-03-26,1540,4856.47,4627.69,0.06,3301.08,normal,663,0.55,537.15,771.96,7,729.48,34,0,680.92,1791.98,salary,1903.92,rent,positive,68.8,low,228.78,0,2020,3,2020-03,228.78000000000065
2020-04-25,1371,3218.96,4282.76,0.36,3390.91,normal,691,0.5,258.87,326.11,8,1178.88,41,0,742.02,1800.47,salary,1167.34,entertainment,positive,80.4,low,0.0,0,2020,4,2020-04,-1063.8000000000002
2020-05-25,1095,3252.73,3149.63,0.16,2463.61,inflation,673,0.36,679.0,106.06,6,1882.74,81,0,586.62,1586.28,salary,1493.27,insurance,negative,87.7,high,103.1,0,2020,5,2020-05,103.09999999999991
2020-06-24,1248,2994.11,2734.32,0.12,2282.87,recession,702,0.18,468.94,500.98,6,1010.67,35,0,611.57,2826.99,salary,572.12,utilities,negative,67.2,low,259.79,0,2020,6,2020-06,259.78999999999996
2020-07-24,1483,3482.22,2832.86,0.25,2457.76,normal,686,0.52,148.16,431.34,9,1400.76,49,0,655.06,2840.04,salary,1126.44,entertainment,positive,70.2,high,649.36,0,2020,7,2020-07,649.3599999999997
2020-08-23,1588,3458.98,1763.83,0.29,2779.44,normal,695,0.59,402.35,328.88,3,1116.19,46,0,525.11,1841.82,salary,1271.23,insurance,positive,95.5,low,1695.15,0,2020,8,2020-08,1695.15
2020-09-22,1256,3234.86,2922.43,0.27,2844.51,normal,677,0.38,591.92,92.52,6,527.64,82,0,552.49,2895.39,salary,999.43,healthcare,positive,66.2,medium,312.43,0,2020,9,2020-09,312.4300000000003
2020-10-22,1848,4728.23,4006.8,0.37,2383.3,normal,690,0.3,365.51,533.39,7,1762.08,49,0,349.34,1436.02,salary,1622.56,education,negative,19.2,low,721.43,0,2020,10,2020-10,721.4299999999994
2020-11-21,1353,4424.62,4551.2,0.37,1759.53,inflation,623,0.42,555.66,506.31,2,1598.1,76,0,366.58,2807.89,salary,984.47,utilities,positive,74.5,high,0.0,0,2020,11,2020-11,-126.57999999999993
2020-12-21,1254,3816.33,1692.88,0.12,2657.21,normal,764,0.25,398.55,304.45,6,1352.36,80,0,666.92,1896.12,salary,1327.35,healthcare,neutral,31.0,low,2123.45,0,2020,12,2020-12,2123.45
2021-01-20,1759,2821.14,3482.94,0.25,3702.63,inflation,670,0.32,165.3,175.26,1,1044.31,76,0,535.98,1518.0,salary,1462.06,dining out,negative,67.4,medium,0.0,0,2021,1,2021-01,-661.8000000000002
2021-02-19,1276,3479.82,3423.79,0.09,2853.91,recession,620,0.4,423.43,695.64,9,1258.23,61,1,491.74,2143.04,salary,920.76,education,positive,26.1,low,56.03,0,2021,2,2021-02,56.0300000000002
2021-03-21,1261,4705.54,3817.16,0.39,3401.18,recession,579,0.32,613.85,382.81,5,909.1,94,0,516.5,2286.72,salary,1470.24,insurance,positive,50.9,high,888.38,0,2021,3,2021-03,888.3800000000001
2021-04-20,1907,3484.28,3353.56,0.36,2879.33,normal,670,0.4,150.48,87.9,8,1054.36,54,0,342.67,2959.94,salary,1703.61,investments,positive,16.3,high,130.72,0,2021,4,2021-04,130.72000000000025
2021-05-20,1100,2507.51,3366.3,0.13,2304.5,recession,696,0.54,535.16,10.7,2,2086.07,92,0,533.04,1273.83,freelance,1182.65,healthcare,positive,14.3,low,0.0,0,2021,5,2021-05,-858.79
2021-06-19,1969,4012.58,2304.51,0.25,2901.53,normal,715,0.22,595.51,82.17,4,917.92,25,0,720.59,3054.16,salary,1313.88,investments,positive,43.2,medium,1708.07,0,2021,6,2021-06,1708.0699999999997
2021-07-19,1013,3465.62,3251.08,0.12,3419.6,normal,697,0.12,632.67,723.61,2,960.77,89,0,1014.19,2059.35,salary,922.92,healthcare,positive,99.0,low,214.54,0,2021,7,2021-07,214.53999999999996
2021-08-18,1622,3886.0,2834.19,0.25,2727.78,inflation,607,0.25,416.14,336.68,5,709.1,32,0,255.7,1541.03,salary,1032.53,education,positive,81.7,high,1051.81,0,2021,8,2021-08,1051.81
2021-09-17,1762,4400.61,2995.2,0.22,2811.45,normal,630,0.19,390.18,576.29,8,1005.54,92,0,836.01,1171.9,mixed,1255.79,rent,neutral,14.4,medium,1405.41,0,2021,9,2021-09,1405.4099999999999
2021-10-17,1337,4174.94,2718.75,0.26,2946.37,inflation,658,0.11,756.8,325.0,7,1884.87,41,0,701.53,2254.85,salary,1083.01,entertainment,positive,8.3,low,1456.19,0,2021,10,2021-10,1456.1899999999996
2021-11-16,1278,4169.34,4226.29,0.14,3141.46,normal,647,0.26,66.56,262.56,9,1398.69,91,0,518.61,2012.28,freelance,758.51,transportation,positive,56.8,low,0.0,0,2021,11,2021-11,-56.94999999999982
2021-12-16,1819,4224.13,4309.01,0.07,2816.46,inflation,674,0.1,1133.6,448.61,2,317.58,78,1,633.48,3220.33,mixed,1289.3,rent,neutral,99.1,medium,0.0,0,2021,12,2021-12,-84.88000000000011
2022-01-15,1372,2935.39,3325.89,0.3,2935.76,recession,718,0.12,222.43,370.96,4,818.65,30,0,264.23,2734.72,salary,1609.42,utilities,positive,83.2,high,0.0,0,2022,1,2022-01,-390.5
2022-02-14,1585,4133.59,3752.5,0.28,3830.88,recession,728,0.47,963.5,346.21,8,0.0,96,1,132.95,2705.24,salary,1472.42,insurance,negative,25.1,medium,381.09,0,2022,2,2022-02,381.09000000000015
2022-03-16,1734,5105.01,2992.1,0.23,2244.41,recession,660,0.15,426.18,43.01,5,527.87,97,0,782.1,2109.54,freelance,1285.6,rent,positive,3.8,high,2112.91,0,2022,3,2022-03,2112.9100000000003
2022-04-15,1069,3730.53,4765.88,0.14,2893.48,normal,663,0.18,717.12,591.04,9,661.11,51,0,924.02,1294.58,mixed,1830.5,entertainment,neutral,9.5,low,0.0,0,2022,4,2022-04,-1035.35
2022-05-15,1210,4218.71,2879.57,0.37,3390.88,normal,723,0.31,638.26,519.85,8,527.82,31,0,569.64,1457.89,salary,1144.58,groceries,negative,16.0,low,1339.14,0,2022,5,2022-05,1339.1399999999999
2022-06-14,1798,4577.35,2867.63,0.28,2255.23,inflation,688,0.46,578.83,545.59,5,1602.31,60,0,452.9,2511.53,salary,1622.48,groceries,positive,91.9,low,1709.72,0,2022,6,2022-06,1709.7200000000003
2022-07-14,1977,5422.04,2759.95,0.24,2357.81,inflation,742,0.5,537.29,428.83,3,992.05,24,0,388.92,2284.72,mixed,1285.15,entertainment,negative,43.4,medium,2662.09,1,2022,7,2022-07,2662.09
2022-08-13,1978,3415.34,3037.18,0.06,2433.53,normal,688,0.59,466.93,0.0,2,452.12,64,0,359.4,2941.18,salary,1223.86,groceries,negative,71.0,high,378.16,0,2022,8,2022-08,378.1600000000003
2022-09-12,1467,5880.03,3695.58,0.06,3058.81,recession,632,0.54,705.83,730.27,6,876.43,22,0,126.65,1786.58,salary,1452.68,dining out,positive,47.2,high,2184.45,0,2022,9,2022-09,2184.45
2022-10-12,1563,4973.72,3652.49,0.31,2820.11,recession,649,0.12,561.6,447.26,2,2082.93,94,0,372.59,2231.07,salary,1664.58,transportation,positive,62.5,low,1321.23,0,2022,10,2022-10,1321.2300000000005
2022-11-11,1287,4669.17,2316.49,0.27,3174.65,normal,749,0.21,893.09,167.75,3,2204.29,64,0,647.33,1799.14,salary,1619.31,education,positive,90.5,medium,2352.68,0,2022,11,2022-11,2352.6800000000003
2022-12-11,1446,4815.01,1977.16,0.29,2452.99,normal,662,0.59,521.33,256.37,1,1340.96,75,0,594.44,3402.08,salary,1883.07,education,positive,81.8,medium,2837.85,1,2022,12,2022-12,2837.8500000000004
2023-01-10,1228,2486.2,1480.99,0.11,2960.54,recession,634,0.53,575.75,339.05,1,692.32,53,0,501.54,3283.08,salary,300.0,healthcare,negative,25.1,high,1005.21,0,2023,1,2023-01,1005.2099999999998
2023-02-09,1768,2639.7,1116.79,0.25,3016.33,inflation,724,0.18,368.42,671.49,7,310.81,61,0,235.87,1821.95,salary,1301.22,utilities,neutral,16.2,low,1522.91,0,2023,2,2023-02,1522.9099999999999
2023-03-11,1113,4309.59,3037.69,0.36,2164.24,recession,738,0.12,538.7,1069.28,3,1312.39,58,0,811.17,2009.16,salary,910.32,dining out,positive,29.5,medium,1271.9,0,2023,3,2023-03,1271.9
2023-04-10,1898,3862.56,2107.81,0.19,2767.31,recession,743,0.29,748.61,188.1,8,1431.61,58,0,419.61,2240.51,salary,817.09,healthcare,positive,65.8,low,1754.75,0,2023,4,2023-04,1754.75
2023-05-10,1580,3545.01,2993.79,0.11,3257.97,recession,647,0.31,741.27,389.36,3,988.32,47,0,497.97,2406.41,salary,1775.42,dining out,positive,73.2,low,551.22,0,2023,5,2023-05,551.2200000000003
2023-06-09,1956,4961.34,4506.68,0.19,2142.29,recession,634,0.28,402.84,465.62,4,1400.45,27,0,480.03,2206.97,freelance,1215.8,dining out,negative,37.4,low,454.66,0,2023,6,2023-06,454.65999999999985
2023-07-09,1963,4536.02,3238.7,0.22,3440.09,normal,739,0.58,419.33,0.0,8,1167.48,28,0,742.77,1663.02,freelance,558.91,transportation,positive,21.2,high,1297.32,0,2023,7,2023-07,1297.3200000000006
2023-08-08,1018,5457.51,2791.36,0.39,2594.66,normal,713,0.39,806.09,567.96,8,1658.62,42,0,744.37,2540.16,salary,1112.85,education,neutral,71.9,low,2666.15,1,2023,8,2023-08,2666.15
2023-09-07,1976,5088.75,3202.1,0.36,3361.34,recession,775,0.38,774.5,230.54,5,888.66,69,0,304.36,1610.54,freelance,519.93,investments,positive,57.5,medium,1886.65,0,2023,9,2023-09,1886.65
2023-10-07,1137,3688.64,2393.49,0.18,2847.23,normal,664,0.52,207.58,192.45,9,1857.33,62,0,542.26,2242.48,salary,1443.14,entertainment,positive,76.8,low,1295.15,0,2023,10,2023-10,1295.15
2023-11-06,1970,4707.74,3634.79,0.19,3333.43,inflation,689,0.12,491.14,408.65,7,643.49,31,0,416.49,1849.32,salary,1623.36,investments,negative,64.0,high,1072.95,0,2023,11,2023-11,1072.9499999999998
2019-01-01,1123,4839.78,2357.6,0.11,2300.54,normal,748,0.36,558.02,346.12,5,1544.24,82,0,437.86,3222.2,freelance,1310.54,groceries,negative,52.8,low,2482.18,1,2019,1,2019-01,2482.18
2019-01-31,1378,4933.33,2122.93,0.39,3231.95,recession,670,0.48,807.72,839.83,7,1130.81,28,0,563.66,2140.53,salary,1577.08,entertainment,neutral,38.8,low,2810.4,0,2019,1,2019-01,2810.4
2019-03-02,1735,2775.55,2585.83,0.1,2729.68,inflation,663,0.17,535.74,99.33,2,936.81,92,0,337.31,1639.82,freelance,1094.89,education,negative,3.9,medium,189.72,0,2019,3,2019-03,189.72000000000025
2019-04-01,1459,4455.87,2454.09,0.1,3275.45,inflation,588,0.36,505.41,871.72,8,1527.49,83,0,503.47,3060.8,salary,555.77,groceries,positive,4.3,medium,2001.78,0,2019,4,2019-04,2001.7799999999997
2019-05-01,1473,2864.05,3117.18,0.2,2724.79,inflation,690,0.18,298.47,370.96,6,537.48,71,0,576.75,1790.0,salary,1208.3,healthcare,neutral,0.3,low,0.0,0,2019,5,2019-05,-253.12999999999965
2019-05-31,1966,3675.2,3902.33,0.28,2238.55,normal,679,0.15,776.27,234.98,8,719.25,41,0,492.36,1000.0,freelance,1380.34,groceries,positive,30.9,medium,0.0,0,2019,5,2019-05,-227.1300000000001
2019-06-30,1058,3176.93,3386.36,0.34,3543.42,normal,667,0.42,423.17,347.0,8,1198.27,56,0,222.93,2993.9,salary,607.26,utilities,positive,4.8,low,0.0,0,2019,6,2019-06,-209.4300000000003
2019-07-30,1557,3936.88,2608.54,0.33,3730.15,normal,663,0.2,684.24,281.66,8,1225.92,64,0,444.3,2272.53,salary,745.2,insurance,positive,36.5,low,1328.34,0,2019,7,2019-07,1328.3400000000001
2019-08-29,1629,2928.28,1433.28,0.4,2314.53,recession,651,0.48,555.7,244.24,7,1992.36,90,0,517.99,2878.17,freelance,1494.44,utilities,negative,22.6,low,1495.0,0,2019,8,2019-08,1495.0000000000002
2019-09-28,1876,3515.59,2670.95,0.16,2901.02,recession,638,0.51,246.31,531.52,5,332.72,53,0,704.24,1243.48,salary,1342.14,rent,neutral,66.4,high,844.64,0,2019,9,2019-09,844.6400000000003
2019-10-28,1601,3895.96,2484.08,0.33,3528.81,normal,656,0.19,813.92,1097.19,1,515.48,53,0,88.56,1512.23,salary,1246.88,dining out,positive,97.0,medium,1411.88,0,2019,10,2019-10,1411.88
2019-11-27,1784,2669.1,2938.03,0.07,3185.65,recession,752,0.35,543.29,266.77,1,566.61,86,0,398.49,3643.11,mixed,1377.98,utilities,positive,87.9,medium,0.0,0,2019,11,2019-11,-268.9300000000003
2019-12-27,1001,5343.85,4082.16,0.13,2101.12,normal,687,0.27,692.51,35.82,3,168.87,69,0,193.65,3263.26,salary,1502.98,rent,positive,49.2,medium,1261.69,0,2019,12,2019-12,1261.6900000000005
2020-01-26,1861,4665.72,3673.97,0.18,2936.08,recession,657,0.41,294.92,356.98,5,892.44,25,0,249.23,2779.61,salary,946.42,healthcare,neutral,32.5,low,991.75,0,2020,1,2020-01,991.7500000000005
2020-02-25,1680,3653.03,2542.02,0.33,2758.25,normal,700,0.22,680.51,167.83,1,889.93,33,0,334.1,2855.32,salary,1513.6,investments,negative,90.8,low,1111.01,0,2020,2,2020-02,1111.0100000000002
2020-03-26,1517,3896.29,2072.68,0.16,3071.32,inflation,712,0.59,441.12,331.99,2,1607.56,84,0,252.45,2620.87,mixed,1652.43,education,negative,0.9,high,1823.61,0,2020,3,2020-03,1823.6100000000001
2020-04-25,1179,4658.8,3544.55,0.35,2656.31,normal,729,0.15,393.83,462.86,7,1470.17,54,0,761.01,1903.22,salary,957.44,groceries,negative,42.7,low,1114.25,0,2020,4,2020-04,1114.25
2020-05-25,1602,4255.36,2536.66,0.08,4030.24,normal,664,0.12,416.59,508.87,7,1523.37,27,0,391.51,1397.49,salary,1356.43,rent,positive,2.5,high,1718.7,0,2020,5,2020-05,1718.6999999999998
2020-06-24,1406,3591.17,3407.08,0.06,3746.12,inflation,791,0.19,604.19,520.39,7,1598.53,57,0,568.83,3120.7,salary,505.96,entertainment,positive,25.0,low,184.09,0,2020,6,2020-06,184.09000000000015
2020-07-24,1702,4292.35,3461.31,0.38,3077.51,normal,601,0.12,422.51,104.94,5,1319.1,23,0,632.6,2885.59,mixed,1068.1,education,negative,89.2,low,831.04,0,2020,7,2020-07,831.0400000000004
2020-08-23,1530,3287.25,2931.26,0.19,3031.49,inflation,646,0.27,359.77,473.27,8,1771.83,80,0,553.74,2543.09,salary,879.83,rent,neutral,4.6,low,355.99,0,2020,8,2020-08,355.9899999999998
2020-09-22,1836,4199.02,3335.6,0.21,2149.25,inflation,701,0.52,660.4,729.19,5,1306.1,28,0,292.34,2327.78,salary,550.84,investments,neutral,55.8,medium,863.42,0,2020,9,2020-09,863.4200000000005
2020-10-22,1960,2643.07,3492.61,0.4,2962.75,normal,709,0.38,392.63,470.28,1,905.75,40,0,686.78,2038.14,mixed,550.07,groceries,positive,23.7,low,0.0,0,2020,10,2020-10,-849.54
2020-11-21,1880,4735.23,3088.08,0.05,3610.3,recession,708,0.51,479.23,277.21,8,768.0,67,0,276.9,2539.61,salary,1809.46,groceries,neutral,52.5,low,1647.15,0,2020,11,2020-11,1647.1499999999996
2020-12-21,1683,2918.33,2854.79,0.37,3742.07,normal,706,0.6,472.51,712.55,5,805.27,55,0,427.28,2772.46,freelance,951.27,healthcare,positive,10.3,low,63.54,0,2020,12,2020-12,63.539999999999964
2021-01-20,1810,4027.77,2853.22,0.09,2733.82,inflation,626,0.58,473.35,405.16,3,556.47,88,0,79.75,2465.07,salary,989.12,rent,positive,89.5,high,1174.55,0,2021,1,2021-01,1174.5500000000002
2021-02-19,1181,2199.91,3749.68,0.23,2522.49,normal,654,0.38,565.13,698.2,3,159.4,55,0,561.79,2309.29,salary,1316.41,education,positive,74.7,high,0.0,0,2021,2,2021-02,-1549.77
2021-03-21,1526,2591.91,4083.06,0.32,3023.08,normal,693,0.17,548.18,113.71,5,1199.04,72,0,250.61,2355.85,salary,1545.45,insurance,positive,69.1,high,0.0,0,2021,3,2021-03,-1491.15
2021-04-20,1372,3427.36,2559.47,0.39,3041.6,inflation,587,0.58,491.47,315.95,6,998.34,70,0,551.35,2810.04,salary,1754.23,dining out,positive,52.7,high,867.89,0,2021,4,2021-04,867.8900000000003
2021-05-20,1999,4511.83,3233.72,0.3,2771.39,normal,626,0.17,545.89,320.97,1,1196.3,71,0,742.36,2255.28,mixed,1021.9,transportation,positive,71.2,high,1278.11,0,2021,5,2021-05,1278.1100000000001
2021-06-19,1973,4059.17,3081.99,0.11,1768.89,inflation,679,0.54,549.87,466.15,5,1466.67,80,0,649.22,2569.53,mixed,1259.74,investments,positive,71.6,medium,977.18,0,2021,6,2021-06,977.1800000000003
2021-07-19,1229,6828.27,2627.82,0.05,2530.07,normal,670,0.47,287.18,350.54,1,1347.13,88,0,557.16,2678.26,salary,1361.67,healthcare,positive,10.5,high,4200.45,1,2021,7,2021-07,4200.450000000001
2021-08-18,1032,2835.01,3185.63,0.16,4201.34,normal,638,0.49,344.08,241.01,3,1216.4,71,0,366.24,2420.12,salary,1537.45,healthcare,positive,17.4,medium,0.0,0,2021,8,2021-08,-350.6199999999999
2021-09-17,1134,3484.11,2959.85,0.21,3149.1,inflation,684,0.15,429.55,215.99,5,1163.28,62,0,576.61,2057.99,freelance,935.74,groceries,negative,16.3,low,524.26,0,2021,9,2021-09,524.2600000000002
2021-10-17,1421,4746.63,1994.56,0.29,2177.49,normal,719,0.2,483.5,410.04,4,1692.67,95,0,606.81,2967.46,mixed,929.47,healthcare,positive,66.0,low,2752.07,1,2021,10,2021-10,2752.07
2021-11-16,1649,4238.21,1970.91,0.37,3308.94,inflation,651,0.16,340.11,299.4,2,1684.38,39,0,210.47,1464.78,salary,1398.4,education,neutral,56.5,high,2267.3,0,2021,11,2021-11,2267.3
2021-12-16,1249,4723.75,2703.66,0.28,3030.22,inflation,642,0.12,644.01,351.54,2,1120.7,83,0,176.11,2139.42,salary,1334.38,healthcare,positive,18.7,medium,2020.09,0,2021,12,2021-12,2020.0900000000001
2022-01-15,1909,4213.27,2797.13,0.21,2661.85,normal,806,0.44,514.12,105.22,3,860.85,38,0,733.79,2474.3,salary,1368.35,rent,positive,92.5,low,1416.14,0,2022,1,2022-01,1416.1400000000003
2022-02-14,1297,5808.8,2941.58,0.15,2588.56,normal,695,0.25,309.47,848.44,8,1320.74,96,0,668.22,1264.37,mixed,1298.59,transportation,neutral,78.4,low,2867.22,1,2022,2,2022-02,2867.2200000000003
2022-03-16,1362,2050.84,3514.53,0.1,2577.3,normal,713,0.57,571.59,773.22,8,1154.55,58,0,601.34,1464.26,freelance,1463.58,transportation,neutral,33.7,low,0.0,0,2022,3,2022-03,-1463.69
